Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country,City,State,Postal Code,Region,Product ID,Category,Sub-Category,Product Name,Sales
920,CA-2017-165218,2017-03-05,2017-03-11,Standard Class,RW-19630,Rob Williams,Corporate,United States,Dallas,Texas,75220,Central,OFF-ST-10001558,Office Supplies,Storage,acco perma 4000 stacking storage drawers,12.992
921,CA-2015-138296,2015-12-05,2015-12-12,Standard Class,RC-19825,Roy Collins,Consumer,United States,Alexandria,Virginia,22304,South,OFF-ST-10002444,Office Supplies,Storage,recycled eldon regeneration jumbo file,24.56
922,CA-2016-111164,2016-04-11,2016-04-15,Standard Class,SE-20110,Sanjit Engle,Consumer,United States,New York City,New York,10009,East,TEC-AC-10002473,Technology,Accessories,maxell 4.7gb dvd-r,85.14
923,CA-2016-111164,2016-04-11,2016-04-15,Standard Class,SE-20110,Sanjit Engle,Consumer,United States,New York City,New York,10009,East,TEC-PH-10004531,Technology,Phones,otterbox commuter series case - iphone 5 & 5s,21.99
924,CA-2016-111164,2016-04-11,2016-04-15,Standard Class,SE-20110,Sanjit Engle,Consumer,United States,New York City,New York,10009,East,OFF-AP-10004487,Office Supplies,Appliances,kensington 4 outlet masterpiece compact power control center,406.6
925,CA-2017-149797,2017-09-15,2017-09-20,Standard Class,AH-10075,Adam Hart,Corporate,United States,New York City,New York,10011,East,OFF-BI-10003650,Office Supplies,Binders,gbc docubind 300 electric binding machine,841.568
926,CA-2015-132962,2015-09-13,2015-09-16,First Class,JM-15535,Jessica Myrick,Consumer,United States,Philadelphia,Pennsylvania,19143,East,OFF-PA-10003543,Office Supplies,Paper,xerox 1985,15.552
927,CA-2015-132962,2015-09-13,2015-09-16,First Class,JM-15535,Jessica Myrick,Consumer,United States,Philadelphia,Pennsylvania,19143,East,TEC-AC-10004353,Technology,Accessories,hypercom p1300 pinpad,252.0
928,CA-2016-115091,2016-10-05,2016-10-09,Standard Class,JJ-15760,Joel Jenkins,Home Office,United States,Springfield,Virginia,22153,South,OFF-AR-10000658,Office Supplies,Art,newell 324,46.2
929,CA-2016-115091,2016-10-05,2016-10-09,Standard Class,JJ-15760,Joel Jenkins,Home Office,United States,Springfield,Virginia,22153,South,OFF-AP-10000696,Office Supplies,Appliances,holmes odor grabber,28.84
930,CA-2018-144932,2018-04-14,2018-04-17,First Class,AB-10165,Alan Barnes,Consumer,United States,Toledo,Ohio,43615,East,OFF-AR-10003560,Office Supplies,Art,zebra zazzle fluorescent highlighters,14.592
931,CA-2018-144932,2018-04-14,2018-04-17,First Class,AB-10165,Alan Barnes,Consumer,United States,Toledo,Ohio,43615,East,OFF-AR-10001468,Office Supplies,Art,"sanford prismacolor professional thick lead art pencils, 36-color set",89.856
932,CA-2018-144932,2018-04-14,2018-04-17,First Class,AB-10165,Alan Barnes,Consumer,United States,Toledo,Ohio,43615,East,OFF-PA-10004971,Office Supplies,Paper,xerox 196,13.872
933,CA-2018-114216,2018-09-02,2018-09-06,Standard Class,RK-19300,Ralph Kennedy,Consumer,United States,Philadelphia,Pennsylvania,19140,East,OFF-PA-10002195,Office Supplies,Paper,"rsvp cards & envelopes, blank white, 8-1/2"" x 11"", 24 cards/25 envelopes/set",12.192
934,CA-2017-140081,2017-06-20,2017-06-24,Standard Class,CG-12040,Catherine Glotzbach,Home Office,United States,Philadelphia,Pennsylvania,19120,East,OFF-PA-10001745,Office Supplies,Paper,"wirebound message books, 2 7/8"" x 5"", 3 forms per page",45.056
935,CA-2017-140081,2017-06-20,2017-06-24,Standard Class,CG-12040,Catherine Glotzbach,Home Office,United States,Philadelphia,Pennsylvania,19120,East,OFF-BI-10004826,Office Supplies,Binders,jm magazine binder,29.718
936,CA-2017-140081,2017-06-20,2017-06-24,Standard Class,CG-12040,Catherine Glotzbach,Home Office,United States,Philadelphia,Pennsylvania,19120,East,OFF-PA-10001870,Office Supplies,Paper,xerox 202,15.552
937,CA-2017-140081,2017-06-20,2017-06-24,Standard Class,CG-12040,Catherine Glotzbach,Home Office,United States,Philadelphia,Pennsylvania,19120,East,OFF-AP-10001058,Office Supplies,Appliances,sanyo 2.5 cubic foot mid-size office refrigerators,447.696
938,US-2018-111745,2018-11-05,2018-11-06,First Class,RA-19885,Ruben Ausman,Corporate,United States,Farmington,New Mexico,87401,West,TEC-AC-10003911,Technology,Accessories,netgear ac1750 dual band gigabit smart wifi router,159.99
939,CA-2016-148250,2016-12-13,2016-12-17,Standard Class,RP-19270,Rachel Payne,Corporate,United States,Riverside,California,92503,West,OFF-PA-10000289,Office Supplies,Paper,xerox 213,12.96
940,CA-2016-148250,2016-12-13,2016-12-17,Standard Class,RP-19270,Rachel Payne,Corporate,United States,Riverside,California,92503,West,OFF-AP-10003040,Office Supplies,Appliances,fellowes 8 outlet superior workstation surge protector w/o phone/fax/modem protection,134.48
941,CA-2017-105760,2017-06-19,2017-06-20,First Class,KC-16255,Karen Carlisle,Corporate,United States,San Francisco,California,94110,West,OFF-PA-10000350,Office Supplies,Paper,"message book, standard line ""while you were out"", 5 1/2"" x 4"", 200 sets/book",17.12
942,CA-2017-142958,2017-12-13,2017-12-20,Standard Class,RW-19630,Rob Williams,Corporate,United States,Torrance,California,90503,West,OFF-BI-10001759,Office Supplies,Binders,"acco pressboard covers with storage hooks, 14 7/8"" x 11"", dark blue",6.096
943,CA-2017-142958,2017-12-13,2017-12-20,Standard Class,RW-19630,Rob Williams,Corporate,United States,Torrance,California,90503,West,FUR-TA-10000577,Furniture,Tables,bretford cr4500 series slim rectangular table,1114.272
944,CA-2016-120880,2016-05-29,2016-06-03,Standard Class,JL-15850,John Lucas,Consumer,United States,Seattle,Washington,98105,West,OFF-PA-10004101,Office Supplies,Paper,xerox 1894,32.4
945,CA-2016-120880,2016-05-29,2016-06-03,Standard Class,JL-15850,John Lucas,Consumer,United States,Seattle,Washington,98105,West,OFF-ST-10001496,Office Supplies,Storage,standard rollaway file with lock,540.57
946,CA-2016-120880,2016-05-29,2016-06-03,Standard Class,JL-15850,John Lucas,Consumer,United States,Seattle,Washington,98105,West,OFF-BI-10002931,Office Supplies,Binders,"avery trapezoid extra heavy duty 4"" binders",167.76
947,US-2016-140200,2016-07-26,2016-07-28,First Class,CA-12775,Cynthia Arntzen,Consumer,United States,Mesa,Arizona,85204,West,FUR-TA-10002356,Furniture,Tables,bevis boat-shaped conference table,393.165
948,US-2018-110576,2018-11-28,2018-12-02,Standard Class,RB-19795,Ross Baird,Home Office,United States,Philadelphia,Pennsylvania,19120,East,FUR-FU-10003601,Furniture,Furnishings,"deflect-o rollamat studded, beveled mat for medium pile carpeting",516.488
949,US-2018-110576,2018-11-28,2018-12-02,Standard Class,RB-19795,Ross Baird,Home Office,United States,Philadelphia,Pennsylvania,19120,East,FUR-FU-10000576,Furniture,Furnishings,luxo professional fluorescent magnifier lamp with clamp-mount base,1007.232
950,US-2018-110576,2018-11-28,2018-12-02,Standard Class,RB-19795,Ross Baird,Home Office,United States,Philadelphia,Pennsylvania,19120,East,FUR-TA-10004154,Furniture,Tables,"riverside furniture oval coffee table, oval end table, end table with drawer",2065.32
951,US-2018-110576,2018-11-28,2018-12-02,Standard Class,RB-19795,Ross Baird,Home Office,United States,Philadelphia,Pennsylvania,19120,East,OFF-PA-10000788,Office Supplies,Paper,xerox 210,15.552
952,US-2018-110576,2018-11-28,2018-12-02,Standard Class,RB-19795,Ross Baird,Home Office,United States,Philadelphia,Pennsylvania,19120,East,OFF-PA-10002479,Office Supplies,Paper,xerox 4200 series multiuse premium copy paper (20lb. and 84 bright),25.344
953,CA-2018-131156,2018-04-03,2018-04-07,Standard Class,KH-16360,Katherine Hughes,Consumer,United States,Philadelphia,Pennsylvania,19143,East,FUR-FU-10001940,Furniture,Furnishings,staple-based wall hangings,25.472
954,CA-2018-136539,2018-12-28,2019-01-01,Standard Class,GH-14665,Greg Hansen,Consumer,United States,Round Rock,Texas,78664,Central,OFF-AR-10001958,Office Supplies,Art,stanley bostitch contemporary electric pencil sharpeners,27.168
955,CA-2018-136539,2018-12-28,2019-01-01,Standard Class,GH-14665,Greg Hansen,Consumer,United States,Round Rock,Texas,78664,Central,FUR-BO-10004709,Furniture,Bookcases,"bush westfield collection bookcases, medium cherry finish",78.8528
956,CA-2018-119305,2018-11-30,2018-12-04,Standard Class,SW-20275,Scott Williamson,Consumer,United States,Jackson,Mississippi,39212,South,OFF-ST-10000604,Office Supplies,Storage,home/office personal file carts,173.8
957,CA-2018-102414,2018-05-15,2018-05-18,Second Class,JA-15970,Joseph Airdo,Consumer,United States,Phoenix,Arizona,85023,West,TEC-PH-10002923,Technology,Phones,"logitech b530 usb headset - headset - full size, binaural",29.592
958,CA-2018-102414,2018-05-15,2018-05-18,Second Class,JA-15970,Joseph Airdo,Consumer,United States,Phoenix,Arizona,85023,West,OFF-BI-10004465,Office Supplies,Binders,avery durable slant ring binders,4.752
959,CA-2018-102414,2018-05-15,2018-05-18,Second Class,JA-15970,Joseph Airdo,Consumer,United States,Phoenix,Arizona,85023,West,OFF-PA-10002333,Office Supplies,Paper,"universal ultra bright white copier/laser paper, 8 1/2"" x 11"", ream",15.552
960,CA-2016-112571,2016-09-22,2016-09-22,Same Day,DL-12925,Daniel Lacy,Consumer,United States,Oceanside,California,92054,West,FUR-FU-10004188,Furniture,Furnishings,luxo professional combination clamp-on lamps,204.6
961,CA-2018-152142,2018-11-14,2018-11-19,Standard Class,LW-16990,Lindsay Williams,Corporate,United States,San Francisco,California,94110,West,FUR-CH-10002965,Furniture,Chairs,"global leather highback executive chair with pneumatic height adjustment, black",321.568
962,CA-2016-160059,2016-11-27,2016-12-01,Standard Class,TB-21190,Thomas Brumley,Home Office,United States,Fayetteville,Arkansas,72701,South,OFF-BI-10000145,Office Supplies,Binders,zipper ring binder pockets,6.24
963,CA-2017-120859,2017-09-01,2017-09-04,First Class,CV-12805,Cynthia Voltz,Corporate,United States,San Francisco,California,94110,West,OFF-EN-10001335,Office Supplies,Envelopes,"white business envelopes with contemporary seam, recycled white business envelopes",21.88
964,CA-2015-127488,2015-09-22,2015-09-24,Second Class,MS-17365,Maribeth Schnelling,Consumer,United States,Boca Raton,Florida,33433,South,OFF-LA-10001613,Office Supplies,Labels,avery file folder labels,4.608
965,CA-2018-135279,2018-04-09,2018-04-11,First Class,BS-11800,Bryan Spruell,Home Office,United States,New York City,New York,10011,East,OFF-LA-10004055,Office Supplies,Labels,color-coded legal exhibit labels,9.82
966,CA-2018-135279,2018-04-09,2018-04-11,First Class,BS-11800,Bryan Spruell,Home Office,United States,New York City,New York,10011,East,OFF-AR-10004344,Office Supplies,Art,bulldog vacuum base pencil sharpener,35.97
967,CA-2018-135279,2018-04-09,2018-04-11,First Class,BS-11800,Bryan Spruell,Home Office,United States,New York City,New York,10011,East,OFF-PA-10004621,Office Supplies,Paper,xerox 212,12.96
968,CA-2018-135279,2018-04-09,2018-04-11,First Class,BS-11800,Bryan Spruell,Home Office,United States,New York City,New York,10011,East,OFF-PA-10001281,Office Supplies,Paper,computer printout paper with letter-trim fine perforations,191.6
969,CA-2018-135279,2018-04-09,2018-04-11,First Class,BS-11800,Bryan Spruell,Home Office,United States,New York City,New York,10011,East,OFF-LA-10001613,Office Supplies,Labels,avery file folder labels,8.64
970,CA-2018-135279,2018-04-09,2018-04-11,First Class,BS-11800,Bryan Spruell,Home Office,United States,New York City,New York,10011,East,OFF-ST-10001097,Office Supplies,Storage,office impressions heavy duty welded shelving & multimedia storage drawers,501.81
971,CA-2015-115791,2015-01-16,2015-01-18,Second Class,DL-13315,Delfina Latchford,Consumer,United States,Philadelphia,Pennsylvania,19134,East,FUR-FU-10001095,Furniture,Furnishings,dax black cherry wood-tone poster frame,127.104
972,CA-2015-115791,2015-01-16,2015-01-18,Second Class,DL-13315,Delfina Latchford,Consumer,United States,Philadelphia,Pennsylvania,19134,East,TEC-PH-10004614,Technology,Phones,at&t 841000 phone,124.2
973,CA-2015-115791,2015-01-16,2015-01-18,Second Class,DL-13315,Delfina Latchford,Consumer,United States,Philadelphia,Pennsylvania,19134,East,OFF-BI-10001575,Office Supplies,Binders,gbc linen binding covers,18.588
974,CA-2015-115791,2015-01-16,2015-01-18,Second Class,DL-13315,Delfina Latchford,Consumer,United States,Philadelphia,Pennsylvania,19134,East,OFF-LA-10001074,Office Supplies,Labels,round specialty laser printer labels,30.072
975,US-2018-103247,2018-10-05,2018-10-08,Second Class,PO-19195,Phillina Ober,Home Office,United States,New York City,New York,10011,East,TEC-PH-10003555,Technology,Phones,motorola hk250 universal bluetooth headset,160.93
976,US-2018-103247,2018-10-05,2018-10-08,Second Class,PO-19195,Phillina Ober,Home Office,United States,New York City,New York,10011,East,OFF-BI-10004492,Office Supplies,Binders,tuf-vin binders,75.792
977,US-2018-100209,2018-07-09,2018-07-15,Standard Class,TD-20995,Tamara Dahlen,Consumer,United States,Portland,Oregon,97206,West,OFF-BI-10002012,Office Supplies,Binders,wilson jones easy flow ii sheet lifters,1.08
978,CA-2018-159366,2018-01-07,2018-01-10,First Class,BW-11110,Bart Watters,Corporate,United States,Detroit,Michigan,48205,Central,TEC-MA-10000822,Technology,Machines,lexmark mx611dhe monochrome laser printer,3059.982
979,CA-2017-145499,2017-05-30,2017-05-31,First Class,RW-19690,Robert Waldorf,Consumer,United States,Wilmington,North Carolina,28403,South,OFF-BI-10000848,Office Supplies,Binders,angle-d ring binders,3.282
980,CA-2016-157035,2016-12-09,2016-12-12,First Class,KB-16600,Ken Brennan,Corporate,United States,Columbus,Indiana,47201,Central,OFF-PA-10004156,Office Supplies,Paper,xerox 188,34.02
981,CA-2017-144939,2017-10-03,2017-10-08,Standard Class,EB-13870,Emily Burns,Consumer,United States,New York City,New York,10035,East,FUR-CH-10003199,Furniture,Chairs,office star - contemporary task swivel chair,599.292
982,CA-2015-163419,2015-11-11,2015-11-14,Second Class,TZ-21580,Tracy Zic,Consumer,United States,Louisville,Colorado,80027,West,OFF-AR-10000034,Office Supplies,Art,"bic brite liner grip highlighters, assorted, 5/pack",3.392
983,CA-2015-163419,2015-11-11,2015-11-14,Second Class,TZ-21580,Tracy Zic,Consumer,United States,Louisville,Colorado,80027,West,TEC-PH-10000560,Technology,Phones,samsung galaxy s iii - 16gb - pebble blue (t-mobile),559.984
984,CA-2015-163419,2015-11-11,2015-11-14,Second Class,TZ-21580,Tracy Zic,Consumer,United States,Louisville,Colorado,80027,West,FUR-CH-10000665,Furniture,Chairs,"global airflow leather mesh back chair, black",603.92
985,CA-2018-100314,2018-09-29,2018-10-05,Standard Class,AS-10630,Ann Steele,Home Office,United States,Pasadena,Texas,77506,Central,OFF-LA-10001569,Office Supplies,Labels,avery 499,7.968
986,CA-2018-100314,2018-09-29,2018-10-05,Standard Class,AS-10630,Ann Steele,Home Office,United States,Pasadena,Texas,77506,Central,OFF-EN-10000461,Office Supplies,Envelopes,"#10- 4 1/8"" x 9 1/2"" recycled envelopes",27.968
987,CA-2018-100314,2018-09-29,2018-10-05,Standard Class,AS-10630,Ann Steele,Home Office,United States,Pasadena,Texas,77506,Central,TEC-MA-10003066,Technology,Machines,wasp ccd handheld bar code reader,336.51
988,CA-2016-146829,2016-03-10,2016-03-10,Same Day,TS-21340,Toby Swindell,Consumer,United States,Houston,Texas,77041,Central,OFF-BI-10004022,Office Supplies,Binders,acco suede grain vinyl round ring binder,1.112
989,CA-2018-167899,2018-05-21,2018-05-26,Standard Class,JG-15805,John Grady,Corporate,United States,Auburn,New York,13021,East,FUR-FU-10004071,Furniture,Furnishings,luxo professional magnifying clamp-on fluorescent lamps,520.05
990,CA-2018-167899,2018-05-21,2018-05-26,Standard Class,JG-15805,John Grady,Corporate,United States,Auburn,New York,13021,East,OFF-AR-10001988,Office Supplies,Art,bulldog table or wall-mount pencil sharpener,17.97
991,CA-2016-153549,2016-03-29,2016-03-31,Second Class,SL-20155,Sara Luxemburg,Home Office,United States,Jacksonville,Florida,32216,South,FUR-CH-10004086,Furniture,Chairs,hon 4070 series pagoda armless upholstered stacking chairs,1166.92
992,CA-2017-110023,2017-09-09,2017-09-11,First Class,TS-21610,Troy Staebel,Consumer,United States,New York City,New York,10024,East,OFF-BI-10001036,Office Supplies,Binders,cardinal easyopen d-ring binders,14.624
993,CA-2017-105585,2017-08-26,2017-08-27,First Class,RF-19735,Roland Fjeld,Consumer,United States,San Jose,California,95123,West,OFF-FA-10002983,Office Supplies,Fasteners,advantus slideclip paper clips,10.23
994,CA-2017-105585,2017-08-26,2017-08-27,First Class,RF-19735,Roland Fjeld,Consumer,United States,San Jose,California,95123,West,OFF-PA-10003625,Office Supplies,Paper,xerox 1979,154.9
995,CA-2015-117639,2015-05-21,2015-05-25,Standard Class,MW-18235,Mitch Willingham,Corporate,United States,Virginia Beach,Virginia,23464,South,OFF-BI-10003925,Office Supplies,Binders,fellowes pb300 plastic comb binding machine,2715.93
996,CA-2015-117639,2015-05-21,2015-05-25,Standard Class,MW-18235,Mitch Willingham,Corporate,United States,Virginia Beach,Virginia,23464,South,TEC-PH-10001530,Technology,Phones,plantronics voyager pro legend,617.97
997,CA-2016-162537,2016-10-28,2016-11-03,Standard Class,RD-19585,Rob Dowd,Consumer,United States,Henderson,Kentucky,42420,South,OFF-EN-10003862,Office Supplies,Envelopes,laser & ink jet business envelopes,10.67
998,CA-2016-162537,2016-10-28,2016-11-03,Standard Class,RD-19585,Rob Dowd,Consumer,United States,Henderson,Kentucky,42420,South,OFF-ST-10004258,Office Supplies,Storage,portable personal file box,36.63
999,CA-2016-162537,2016-10-28,2016-11-03,Standard Class,RD-19585,Rob Dowd,Consumer,United States,Henderson,Kentucky,42420,South,FUR-FU-10002885,Furniture,Furnishings,magna visual magnetic picture hangers,24.1
1000,CA-2016-162537,2016-10-28,2016-11-03,Standard Class,RD-19585,Rob Dowd,Consumer,United States,Henderson,Kentucky,42420,South,FUR-FU-10001918,Furniture,Furnishings,c-line cubicle keepers polyproplyene holder with velcro backings,33.11
1001,CA-2017-155488,2017-11-13,2017-11-17,Standard Class,FM-14290,Frank Merwin,Home Office,United States,Vancouver,Washington,98661,West,OFF-AR-10002956,Office Supplies,Art,boston 16801 nautilus battery pencil sharpener,44.02
1002,CA-2016-124891,2016-07-31,2016-07-31,Same Day,RH-19495,Rick Hansen,Consumer,United States,New York City,New York,10024,East,TEC-AC-10003033,Technology,Accessories,plantronics cs510 - over-the-head monaural wireless headset system,2309.65
1003,CA-2016-124891,2016-07-31,2016-07-31,Same Day,RH-19495,Rick Hansen,Consumer,United States,New York City,New York,10024,East,FUR-TA-10002903,Furniture,Tables,"bevis round bullnose 29"" high table top",1090.782
1004,CA-2016-124891,2016-07-31,2016-07-31,Same Day,RH-19495,Rick Hansen,Consumer,United States,New York City,New York,10024,East,OFF-PA-10004621,Office Supplies,Paper,xerox 212,19.44
1005,CA-2016-126445,2016-08-27,2016-08-31,Standard Class,RA-19945,Ryan Akin,Consumer,United States,Murrieta,California,92563,West,OFF-ST-10000046,Office Supplies,Storage,fellowes super stor/drawer files,484.65
1006,CA-2016-111199,2016-11-13,2016-11-17,Standard Class,JK-15730,Joe Kamberova,Consumer,United States,Jacksonville,North Carolina,28540,South,OFF-PA-10001790,Office Supplies,Paper,xerox 1910,115.296
1007,CA-2016-105312,2016-11-06,2016-11-09,First Class,MT-17815,Meg Tillman,Consumer,United States,Scottsdale,Arizona,85254,West,OFF-EN-10002600,Office Supplies,Envelopes,"redi-strip #10 envelopes, 4 1/8 x 9 1/2",7.08
1008,CA-2016-105312,2016-11-06,2016-11-09,First Class,MT-17815,Meg Tillman,Consumer,United States,Scottsdale,Arizona,85254,West,OFF-BI-10002049,Office Supplies,Binders,unikeep view case binders,4.401
1009,US-2018-106705,2018-12-26,2019-01-01,Standard Class,PO-18850,Patrick O'Brill,Consumer,United States,Burlington,Iowa,52601,Central,OFF-PA-10001509,Office Supplies,Paper,"recycled desk saver line ""while you were out"" book, 5 1/2"" x 4""",44.75
1010,CA-2018-135034,2018-08-01,2018-08-03,First Class,AT-10735,Annie Thurman,Consumer,United States,Chicago,Illinois,60653,Central,TEC-PH-10003931,Technology,Phones,jbl micro wireless portable bluetooth speaker,95.984
1011,CA-2015-158540,2015-11-24,2015-11-26,First Class,VG-21790,Vivek Gonzalez,Consumer,United States,San Diego,California,92037,West,FUR-FU-10001602,Furniture,Furnishings,"eldon delta triangular chair mat, 52"" x 58"", clear",151.72
1012,CA-2018-118437,2018-06-17,2018-06-21,Second Class,PF-19165,Philip Fox,Consumer,United States,Olympia,Washington,98502,West,FUR-FU-10004848,Furniture,Furnishings,"howard miller 13-3/4"" diameter brushed chrome round wall clock",155.25
1013,CA-2018-118437,2018-06-17,2018-06-21,Second Class,PF-19165,Philip Fox,Consumer,United States,Olympia,Washington,98502,West,OFF-ST-10003722,Office Supplies,Storage,project tote personal file,14.03
1014,US-2016-126214,2016-12-21,2016-12-24,Second Class,JS-15880,John Stevenson,Consumer,United States,Seattle,Washington,98103,West,FUR-TA-10003748,Furniture,Tables,bevis 36 x 72 conference tables,1618.37
1015,US-2016-126214,2016-12-21,2016-12-24,Second Class,JS-15880,John Stevenson,Consumer,United States,Seattle,Washington,98103,West,TEC-AC-10003198,Technology,Accessories,enermax acrylux wireless keyboard,99.6
1016,CA-2016-133025,2016-09-17,2016-09-19,Second Class,MO-17800,Meg O'Connel,Home Office,United States,Los Angeles,California,90036,West,OFF-PA-10004100,Office Supplies,Paper,xerox 216,32.4
1017,CA-2016-108665,2016-07-06,2016-07-10,Standard Class,KM-16225,Kalyca Meade,Corporate,United States,New York City,New York,10011,East,FUR-FU-10002191,Furniture,Furnishings,g.e. halogen desk lamp bulbs,13.96
1018,CA-2016-108665,2016-07-06,2016-07-10,Standard Class,KM-16225,Kalyca Meade,Corporate,United States,New York City,New York,10011,East,FUR-FU-10000965,Furniture,Furnishings,"howard miller 11-1/2"" diameter ridgewood wall clock",155.82
1019,CA-2016-108665,2016-07-06,2016-07-10,Standard Class,KM-16225,Kalyca Meade,Corporate,United States,New York City,New York,10011,East,TEC-PH-10004188,Technology,Phones,otterbox commuter series case - samsung galaxy s4,124.95
1020,CA-2016-108665,2016-07-06,2016-07-10,Standard Class,KM-16225,Kalyca Meade,Corporate,United States,New York City,New York,10011,East,OFF-ST-10001526,Office Supplies,Storage,iceberg mobile mega data/printer cart,601.65
1021,CA-2016-124450,2016-04-27,2016-05-03,Standard Class,GT-14710,Greg Tran,Consumer,United States,Washington,District of Columbia,20016,East,OFF-AR-10001166,Office Supplies,Art,staples in misc. colors,22.74
1022,CA-2016-124450,2016-04-27,2016-05-03,Standard Class,GT-14710,Greg Tran,Consumer,United States,Washington,District of Columbia,20016,East,FUR-CH-10000309,Furniture,Chairs,global comet stacking arm chair,1267.53
1023,CA-2016-124450,2016-04-27,2016-05-03,Standard Class,GT-14710,Greg Tran,Consumer,United States,Washington,District of Columbia,20016,East,TEC-MA-10004212,Technology,Machines,cisco spa525g2 5-line ip phone,1379.92
1024,CA-2016-167269,2016-06-16,2016-06-20,Standard Class,PB-19150,Philip Brown,Consumer,United States,Philadelphia,Pennsylvania,19134,East,OFF-EN-10003072,Office Supplies,Envelopes,peel & seel envelopes,6.208
1025,CA-2018-106964,2018-12-17,2018-12-20,First Class,HR-14770,Hallie Redmond,Home Office,United States,Los Angeles,California,90045,West,OFF-BI-10000320,Office Supplies,Binders,gbc plastic binding combs,11.808
1026,CA-2017-126529,2017-01-11,2017-01-13,Second Class,DE-13255,Deanra Eno,Home Office,United States,Springfield,Ohio,45503,East,OFF-PA-10001166,Office Supplies,Paper,xerox 2,15.552
1027,CA-2017-126529,2017-01-11,2017-01-13,Second Class,DE-13255,Deanra Eno,Home Office,United States,Springfield,Ohio,45503,East,OFF-PA-10003656,Office Supplies,Paper,xerox 1935,63.312
1028,CA-2017-126529,2017-01-11,2017-01-13,Second Class,DE-13255,Deanra Eno,Home Office,United States,Springfield,Ohio,45503,East,TEC-PH-10000148,Technology,Phones,cyber acoustics ac-202b speech recognition stereo headset,15.588
1029,CA-2015-163552,2015-07-11,2015-07-15,Standard Class,LA-16780,Laura Armstrong,Corporate,United States,Hackensack,New Jersey,7601,East,OFF-PA-10000474,Office Supplies,Paper,easy-staple paper,177.2
1030,CA-2015-163552,2015-07-11,2015-07-15,Standard Class,LA-16780,Laura Armstrong,Corporate,United States,Hackensack,New Jersey,7601,East,TEC-PH-10003885,Technology,Phones,cisco spa508g,197.97
1031,CA-2015-163552,2015-07-11,2015-07-15,Standard Class,LA-16780,Laura Armstrong,Corporate,United States,Hackensack,New Jersey,7601,East,FUR-CH-10003379,Furniture,Chairs,global commerce series high-back swivel/tilt chairs,854.94
1032,CA-2015-163552,2015-07-11,2015-07-15,Standard Class,LA-16780,Laura Armstrong,Corporate,United States,Hackensack,New Jersey,7601,East,FUR-FU-10000629,Furniture,Furnishings,9-3/4 diameter round wall clock,124.11
1033,CA-2015-163552,2015-07-11,2015-07-15,Standard Class,LA-16780,Laura Armstrong,Corporate,United States,Hackensack,New Jersey,7601,East,OFF-LA-10001175,Office Supplies,Labels,avery 514,14.4
1034,CA-2017-109820,2017-11-20,2017-11-22,First Class,AG-10390,Allen Goldenen,Consumer,United States,Cincinnati,Ohio,45231,East,OFF-PA-10000955,Office Supplies,Paper,southworth 25% cotton granite paper & envelopes,15.696
1035,CA-2017-109820,2017-11-20,2017-11-22,First Class,AG-10390,Allen Goldenen,Consumer,United States,Cincinnati,Ohio,45231,East,OFF-BI-10003460,Office Supplies,Binders,acco 3-hole punch,2.628
1036,CA-2017-109820,2017-11-20,2017-11-22,First Class,AG-10390,Allen Goldenen,Consumer,United States,Cincinnati,Ohio,45231,East,OFF-BI-10000474,Office Supplies,Binders,avery recycled flexi-view covers for binding systems,14.427
1037,CA-2017-113061,2017-04-22,2017-04-26,Standard Class,EL-13735,Ed Ludwig,Home Office,United States,Jefferson City,Missouri,65109,Central,FUR-FU-10003975,Furniture,Furnishings,eldon advantage chair mats for low to medium pile carpets,86.62
1038,CA-2016-127418,2016-06-13,2016-06-14,First Class,JJ-15445,Jennifer Jackson,Consumer,United States,Los Angeles,California,90004,West,OFF-BI-10003707,Office Supplies,Binders,aluminum screw posts,36.624
1039,CA-2018-121818,2018-11-20,2018-11-21,First Class,JH-15430,Jennifer Halladay,Consumer,United States,Burlington,North Carolina,27217,South,OFF-AR-10000203,Office Supplies,Art,newell 336,23.968
1040,CA-2018-121818,2018-11-20,2018-11-21,First Class,JH-15430,Jennifer Halladay,Consumer,United States,Burlington,North Carolina,27217,South,OFF-AR-10004790,Office Supplies,Art,staples in misc. colors,28.728
1041,CA-2017-127670,2017-03-20,2017-03-24,Standard Class,RD-19660,Robert Dilbeck,Home Office,United States,Saint Peters,Missouri,63376,Central,FUR-TA-10001095,Furniture,Tables,chromcraft round conference tables,697.16
1042,CA-2017-102981,2017-09-06,2017-09-09,Second Class,MO-17500,Mary O'Rourke,Consumer,United States,New York City,New York,10035,East,TEC-AC-10004761,Technology,Accessories,maxell 4.7gb dvd+rw 3/pack,31.86
1043,CA-2017-102981,2017-09-06,2017-09-09,Second Class,MO-17500,Mary O'Rourke,Consumer,United States,New York City,New York,10035,East,FUR-BO-10001811,Furniture,Bookcases,"atlantic metals mobile 5-shelf bookcases, custom colors",722.352
1044,CA-2018-115651,2018-07-09,2018-07-12,First Class,NS-18640,Noel Staavos,Corporate,United States,Chicago,Illinois,60610,Central,OFF-AR-10001130,Office Supplies,Art,"quartet alpha white chalk, 12/pack",8.84
1045,CA-2018-115651,2018-07-09,2018-07-12,First Class,NS-18640,Noel Staavos,Corporate,United States,Chicago,Illinois,60610,Central,OFF-AP-10000055,Office Supplies,Appliances,belkin f9s820v06 8 outlet surge,58.464
